host_genus_species	host_genus	host_sp	host_subsp	host_status_2021	host_order	host_fam	host_continent	zoo_loc2	same_continent	zoo_type	vaccine	v_class	v_fam	v_sp	v_strain	sample_size	sample_size_class	positive_sample	host_pop	collection_year_range	collection_firstyear	collection_lastyear	number_faciliti	blodd_collection	paper_ID	pub_year	paper_per_year	reviewer	issue	search
Vicugna vicugna	Vicugna	vicugna		LC	Cetartiodactyla	Camelidae	South America	Europe	no	research_facility	no	IV	Flaviviridae	flaviviruses		5	<=5	0	captive	2002-2019	2002	2019	1	anesthetized	Constant et al, 2020	2020	3	PVL	ok	2022
Cercopithecus mitis	Cercopithecus	mitis		LC	Primates	Cercopithecidae	Africa	Africa	yes	zoo	no	VI	Retroviridae	simian immunodeficiency virus	SIVsyk173	67	>50	24	captive	1981-1996	1981	1996	1	not_specified	Ellis et al, 2004	2004	1	PVL	ok	2022
Eira barbara	Eira	barbara		LC	Carnivora	Mustelidae	South America	North America	no	zoo	no	IV	Flaviviridae	west nile virus		1	<=5	0	captive	2003-2004	2003	2004	1	not_specified	Farfan Ale et al, 2006	2006	1	PVL	ok	2022
Equus equus	Equus	equus		DD	Perissodactyla	Equidae	"Europe; Asia; Africa; Northern America; South America; Oceania"	North America	yes	zoo	no	IV	Flaviviridae	west nile virus		16	<=50	0	captive	2003-2004	2003	2004	1	not_specified	Farfan Ale et al, 2006	2006	1	PVL	ok	2022
Mazama americana	Mazama	americana		DD	Cetartiodactyla	Cervidae	South America	North America	no	zoo	no	IV	Flaviviridae	west nile virus		1	<=5	0	captive	2003-2004	2003	2004	1	not_specified	Farfan Ale et al, 2006	2006	1	PVL	ok	2022
Nasua narica	Nasua	narica		LC	Carnivora	Procyonidae	"North America; South America"	North America	yes	zoo	no	IV	Flaviviridae	west nile virus		2	<=5	0	captive	2003-2004	2003	2004	1	not_specified	Farfan Ale et al, 2006	2006	1	PVL	ok	2022
Nasua nasua	Nasua	nasua		LC	Carnivora	Procyonidae	"North America; South America"	North America	yes	zoo	no	IV	Flaviviridae	west nile virus		3	<=5	0	captive	2003-2004	2003	2004	1	not_specified	Farfan Ale et al, 2006	2006	1	PVL	ok	2022
Odocoileus virginianus	Odocoileus	virginianus		LC	Cetartiodactyla	Cervidae	North America	North America	yes	zoo	no	IV	Flaviviridae	west nile virus		14	<=50	0	captive	2003-2004	2003	2004	1	not_specified	Farfan Ale et al, 2006	2006	1	PVL	ok	2022
Panthera onca	Panthera	onca		NT	Carnivora	Felidae	"North America; South America"	North America	yes	zoo	no	IV	Flaviviridae	west nile virus		2	<=5	1	captive	2003-2004	2003	2004	1	not_specified	Farfan Ale et al, 2006	2006	1	PVL	ok	2022
Panthera tigris tigris	Panthera	tigris	tigris	EN	Carnivora	Felidae	Asia	North America	no	zoo	no	IV	Flaviviridae	west nile virus		1	<=5	0	captive	2003-2004	2003	2004	1	not_specified	Farfan Ale et al, 2006	2006	1	PVL	ok	2022
Potos flavus	Potos	flavus		LC	Carnivora	Procyonidae	South America	North America	no	zoo	no	IV	Flaviviridae	west nile virus		1	<=5	0	captive	2003-2004	2003	2004	1	not_specified	Farfan Ale et al, 2006	2006	1	PVL	ok	2022
Procyon lotor	Procyon	lotor		LC	Carnivora	Procyonidae	North America	North America	yes	zoo	no	IV	Flaviviridae	west nile virus		8	<=10	0	captive	2003-2004	2003	2004	1	not_specified	Farfan Ale et al, 2006	2006	1	PVL	ok	2022
Alouatta caraya	Alouatta	caraya		NT	Primates	Atelidae	South America	North America	no	zoo	no	VI	Retroviridae	simian foamy virus		5	<=5	5	captive	NA	NA	NA	4	not_specified	Ghersi et al, 2015	2015	4	PVL	ok	2023
Bison bonasus	Bison	bonasus		NT	Cetartiodactyla	Bovidae	Europe	Europe	yes	zoo	no	V	Bunyaviridae	schmallenberg virus		4	<=5	4	captive	2011-2016	2011	2016	13	anesthetized	Kesik Maliszewska et al, 2018	2018	1	PVL	ok	2022
Bison bonasus	Bison	bonasus		NT	Cetartiodactyla	Bovidae	Europe	Europe	yes	reserve	no	V	Bunyaviridae	schmallenberg virus		3	<=5	3	captive	2011-2016	2011	2016	13	anesthetized	Kesik Maliszewska et al, 2018	2018	1	PVL	ok	2022
Bison bonasus	Bison	bonasus		NT	Cetartiodactyla	Bovidae	Europe	Europe	yes	zoo	no	V	Bunyaviridae	schmallenberg virus		1	<=5	1	captive	2011-2016	2011	2016	13	anesthetized	Kesik Maliszewska et al, 2018	2018	1	PVL	ok	2022
Bison bonasus	Bison	bonasus		NT	Cetartiodactyla	Bovidae	Europe	Europe	yes	zoo	no	V	Bunyaviridae	schmallenberg virus		47	<=50	44	captive	2011-2016	2011	2016	13	anesthetized	Kesik Maliszewska et al, 2018	2018	1	PVL	ok	2022
Bison bonasus	Bison	bonasus		NT	Cetartiodactyla	Bovidae	Europe	Europe	yes	reserve	no	V	Bunyaviridae	schmallenberg virus		30	<=50	28	captive	2011-2016	2011	2016	13	anesthetized	Kesik Maliszewska et al, 2018	2018	1	PVL	ok	2022
Bison bonasus	Bison	bonasus		NT	Cetartiodactyla	Bovidae	Europe	Europe	yes	reserve	no	V	Bunyaviridae	schmallenberg virus		56	>50	43	captive	2011-2016	2011	2016	13	anesthetized	Kesik Maliszewska et al, 2018	2018	1	PVL	ok	2022
Bison bonasus	Bison	bonasus		NT	Cetartiodactyla	Bovidae	Europe	Europe	yes	zoo	no	V	Bunyaviridae	schmallenberg virus		5	<=5	3	captive	2011-2016	2011	2016	13	anesthetized	Kesik Maliszewska et al, 2018	2018	1	PVL	ok	2022
Bison bonasus	Bison	bonasus		NT	Cetartiodactyla	Bovidae	Europe	Europe	yes	reserve	no	V	Bunyaviridae	schmallenberg virus		6	<=5	3	captive	2011-2016	2011	2016	13	anesthetized	Kesik Maliszewska et al, 2018	2018	1	PVL	ok	2022
Bison bonasus	Bison	bonasus		NT	Cetartiodactyla	Bovidae	Europe	Europe	yes	reserve	no	V	Bunyaviridae	schmallenberg virus		167	>50	65	captive	2011-2016	2011	2016	13	anesthetized	Kesik Maliszewska et al, 2018	2018	1	PVL	ok	2022
Bison bonasus	Bison	bonasus		NT	Cetartiodactyla	Bovidae	Europe	Europe	yes	reserve	no	V	Bunyaviridae	schmallenberg virus		1	<=5	0	captive	2011-2016	2011	2016	13	anesthetized	Kesik Maliszewska et al, 2018	2018	1	PVL	ok	2022
Ailurus fulgens	Ailurus	fulgens		EN	Carnivora	Ailuridae	Asia	Europe	no	zoo	no	IV	Flaviviridae	usutu virus		2	<=5	0	captive	2002-2018	2002	2018	1	anesthetized	Kvapil et al, 2021	2021	4	PVL	ok	2022
Ailurus fulgens	Ailurus	fulgens		EN	Carnivora	Ailuridae	Asia	Europe	no	zoo	no	IV	Flaviviridae	west nile virus		2	<=5	0	captive	2002-2018	2002	2018	1	anesthetized	Kvapil et al, 2021	2021	4	PVL	ok	2022
Apodemus flavicollis	Apodemus	flavicollis		LC	Rodentia	Muridae	Europe	Europe	yes	zoo	no	IV	Flaviviridae	usutu virus		1	<=5	0	captive	2002-2018	2002	2018	1	anesthetized	Kvapil et al, 2021	2021	4	PVL	ok	2022
Apodemus flavicollis	Apodemus	flavicollis		LC	Rodentia	Muridae	Europe	Europe	yes	zoo	no	IV	Flaviviridae	west nile virus		1	<=5	0	captive	2002-2018	2002	2018	1	anesthetized	Kvapil et al, 2021	2021	4	PVL	ok	2022
Apodemus sylvaticus	Apodemus	sylvaticus		LC	Rodentia	Muridae	"Europe; Africa"	Europe	yes	zoo	no	IV	Flaviviridae	usutu virus		10	<=10	0	captive	2002-2018	2002	2018	1	anesthetized	Kvapil et al, 2021	2021	4	PVL	ok	2022
Apodemus sylvaticus	Apodemus	sylvaticus		LC	Rodentia	Muridae	"Europe; Africa"	Europe	yes	zoo	no	IV	Flaviviridae	west nile virus		10	<=10	0	captive	2002-2018	2002	2018	1	anesthetized	Kvapil et al, 2021	2021	4	PVL	ok	2022
Arvicola amphibius	Arvicola	amphibius		LC	Rodentia	Cricetidae	"Europe; Asia"	Europe	yes	zoo	no	IV	Flaviviridae	usutu virus		1	<=5	0	captive	2002-2018	2002	2018	1	anesthetized	Kvapil et al, 2021	2021	4	PVL	ok	2022
Arvicola amphibius	Arvicola	amphibius		LC	Rodentia	Cricetidae	"Europe; Asia"	Europe	yes	zoo	no	IV	Flaviviridae	west nile virus		1	<=5	0	captive	2002-2018	2002	2018	1	anesthetized	Kvapil et al, 2021	2021	4	PVL	ok	2022
Callithrix penicillata	Callithrix	penicillata		LC	Primates	Callitrichidae	South America	Europe	no	zoo	no	IV	Flaviviridae	usutu virus		1	<=5	0	captive	2002-2018	2002	2018	1	anesthetized	Kvapil et al, 2021	2021	4	PVL	ok	2022
Callithrix penicillata	Callithrix	penicillata		LC	Primates	Callitrichidae	South America	Europe	no	zoo	no	IV	Flaviviridae	west nile virus		1	<=5	0	captive	2002-2018	2002	2018	1	anesthetized	Kvapil et al, 2021	2021	4	PVL	ok	2022
Canis lupus	Canis	lupus		LC	Carnivora	Canidae	Europe	Europe	yes	zoo	no	IV	Flaviviridae	usutu virus		2	<=5	2	captive	2002-2018	2002	2018	1	anesthetized	Kvapil et al, 2021	2021	4	PVL	ok	2022
Canis lupus	Canis	lupus		LC	Carnivora	Canidae	Europe	Europe	yes	zoo	no	IV	Flaviviridae	west nile virus		2	<=5	2	captive	2002-2018	2002	2018	1	anesthetized	Kvapil et al, 2021	2021	4	PVL	ok	2022
Canis lupus occidentalis	Canis	lupus	occidentalis	LC	Carnivora	Canidae	North America	Europe	no	zoo	no	IV	Flaviviridae	west nile virus		2	<=5	2	captive	2002-2018	2002	2018	1	anesthetized	Kvapil et al, 2021	2021	4	PVL	ok	2022
Canis lupus occidentalis	Canis	lupus	occidentalis	LC	Carnivora	Canidae	North America	Europe	no	zoo	no	IV	Flaviviridae	usutu virus		2	<=5	1	captive	2002-2018	2002	2018	1	anesthetized	Kvapil et al, 2021	2021	4	PVL	ok	2022
Capra aegagrus hircus	Capra	aegagrus	hircus	NT	Cetartiodactyla	Bovidae	Asia	Europe	no	zoo	no	IV	Flaviviridae	usutu virus		1	<=5	0	captive	2002-2018	2002	2018	1	anesthetized	Kvapil et al, 2021	2021	4	PVL	ok	2022
Capra aegagrus hircus	Capra	aegagrus	hircus	NT	Cetartiodactyla	Bovidae	Asia	Europe	no	zoo	no	IV	Flaviviridae	west nile virus		1	<=5	0	captive	2002-2018	2002	2018	1	anesthetized	Kvapil et al, 2021	2021	4	PVL	ok	2022
Capra ibex	Capra	ibex		LC	Cetartiodactyla	Bovidae	Europe	Europe	yes	zoo	no	IV	Flaviviridae	usutu virus		19	<=50	0	captive	2002-2018	2002	2018	1	anesthetized	Kvapil et al, 2021	2021	4	PVL	ok	2022
Capra ibex	Capra	ibex		LC	Cetartiodactyla	Bovidae	Europe	Europe	yes	zoo	no	IV	Flaviviridae	west nile virus		19	<=50	0	captive	2002-2018	2002	2018	1	anesthetized	Kvapil et al, 2021	2021	4	PVL	ok	2022
Castor canadensis	Castor	canadensis		LC	Rodentia	Castoridae	North America	Europe	no	zoo	no	IV	Flaviviridae	usutu virus		10	<=10	0	captive	2002-2018	2002	2018	1	anesthetized	Kvapil et al, 2021	2021	4	PVL	ok	2022
Castor canadensis	Castor	canadensis		LC	Rodentia	Castoridae	North America	Europe	no	zoo	no	IV	Flaviviridae	west nile virus		10	<=10	0	captive	2002-2018	2002	2018	1	anesthetized	Kvapil et al, 2021	2021	4	PVL	ok	2022
Cavia porcellus	Cavia	porcellus		DD	Rodentia	Caviidae	South America	Europe	no	zoo	no	IV	Flaviviridae	usutu virus		3	<=5	1	captive	2002-2018	2002	2018	1	anesthetized	Kvapil et al, 2021	2021	4	PVL	ok	2022
Cavia porcellus	Cavia	porcellus		DD	Rodentia	Caviidae	South America	Europe	no	zoo	no	IV	Flaviviridae	west nile virus		3	<=5	1	captive	2002-2018	2002	2018	1	anesthetized	Kvapil et al, 2021	2021	4	PVL	ok	2022
Cervus elaphus	Cervus	elaphus		LC	Cetartiodactyla	Cervidae	"Europe; Asia; Africa"	Europe	yes	zoo	no	IV	Flaviviridae	usutu virus		7	<=10	0	captive	2002-2018	2002	2018	1	anesthetized	Kvapil et al, 2021	2021	4	PVL	ok	2022
Cervus elaphus	Cervus	elaphus		LC	Cetartiodactyla	Cervidae	"Europe; Asia; Africa"	Europe	yes	zoo	no	IV	Flaviviridae	west nile virus		7	<=10	0	captive	2002-2018	2002	2018	1	anesthetized	Kvapil et al, 2021	2021	4	PVL	ok	2022
Dama dama	Dama	dama		LC	Cetartiodactyla	Cervidae	Europe	Europe	yes	zoo	no	IV	Flaviviridae	usutu virus		13	<=50	0	captive	2002-2018	2002	2018	1	anesthetized	Kvapil et al, 2021	2021	4	PVL	ok	2022
Dama dama	Dama	dama		LC	Cetartiodactyla	Cervidae	Europe	Europe	yes	zoo	no	IV	Flaviviridae	west nile virus		13	<=50	0	captive	2002-2018	2002	2018	1	anesthetized	Kvapil et al, 2021	2021	4	PVL	ok	2022
Dolichotis patagonum	Dolichotis	patagonum		NT	Rodentia	Caviidae	South America	Europe	no	zoo	no	IV	Flaviviridae	west nile virus		17	<=50	2	captive	2002-2018	2002	2018	1	anesthetized	Kvapil et al, 2021	2021	4	PVL	ok	2022
Dolichotis patagonum	Dolichotis	patagonum		NT	Rodentia	Caviidae	South America	Europe	no	zoo	no	IV	Flaviviridae	usutu virus		17	<=50	1	captive	2002-2018	2002	2018	1	anesthetized	Kvapil et al, 2021	2021	4	PVL	ok	2022
Equus quagga chapmani	Equus	quagga	chapmani	NT	Perissodactyla	Equidae	Africa	Europe	no	zoo	no	IV	Flaviviridae	usutu virus		1	<=5	0	captive	2002-2018	2002	2018	1	anesthetized	Kvapil et al, 2021	2021	4	PVL	ok	2022
Equus quagga chapmani	Equus	quagga	chapmani	NT	Perissodactyla	Equidae	Africa	Europe	no	zoo	no	IV	Flaviviridae	west nile virus		1	<=5	0	captive	2002-2018	2002	2018	1	anesthetized	Kvapil et al, 2021	2021	4	PVL	ok	2022
Giraffa camelopardalis reticulata	Giraffa	camelopardalis	reticulata	VU	Cetartiodactyla	Giraffidae	Africa	Europe	no	zoo	no	IV	Flaviviridae	usutu virus		1	<=5	0	captive	2002-2018	2002	2018	1	anesthetized	Kvapil et al, 2021	2021	4	PVL	ok	2022
Giraffa camelopardalis reticulata	Giraffa	camelopardalis	reticulata	VU	Cetartiodactyla	Giraffidae	Africa	Europe	no	zoo	no	IV	Flaviviridae	west nile virus		1	<=5	0	captive	2002-2018	2002	2018	1	anesthetized	Kvapil et al, 2021	2021	4	PVL	ok	2022
Glis glis	Glis	glis		LC	Rodentia	Gliridae	Europe	Europe	yes	zoo	no	IV	Flaviviridae	usutu virus		9	<=10	0	captive	2002-2018	2002	2018	1	anesthetized	Kvapil et al, 2021	2021	4	PVL	ok	2022
Glis glis	Glis	glis		LC	Rodentia	Gliridae	Europe	Europe	yes	zoo	no	IV	Flaviviridae	west nile virus		9	<=10	0	captive	2002-2018	2002	2018	1	anesthetized	Kvapil et al, 2021	2021	4	PVL	ok	2022
Hydrochoerus hydrochaeris	Hydrochoerus	hydrochaeris		LC	Rodentia	Caviidae	South America	Europe	no	zoo	no	IV	Flaviviridae	usutu virus		2	<=5	0	captive	2002-2018	2002	2018	1	anesthetized	Kvapil et al, 2021	2021	4	PVL	ok	2022
Hydrochoerus hydrochaeris	Hydrochoerus	hydrochaeris		LC	Rodentia	Caviidae	South America	Europe	no	zoo	no	IV	Flaviviridae	west nile virus		2	<=5	0	captive	2002-2018	2002	2018	1	anesthetized	Kvapil et al, 2021	2021	4	PVL	ok	2022
Kobus leche kafuensis	Kobus	leche	kafuensis	NT	Cetartiodactyla	Bovidae	Africa	Europe	no	zoo	no	IV	Flaviviridae	usutu virus		3	<=5	0	captive	2002-2018	2002	2018	1	anesthetized	Kvapil et al, 2021	2021	4	PVL	ok	2022
Kobus leche kafuensis	Kobus	leche	kafuensis	NT	Cetartiodactyla	Bovidae	Africa	Europe	no	zoo	no	IV	Flaviviridae	west nile virus		3	<=5	0	captive	2002-2018	2002	2018	1	anesthetized	Kvapil et al, 2021	2021	4	PVL	ok	2022
Lama guanicoe	Lama	guanicoe		LC	Cetartiodactyla	Camelidae	South America	Europe	no	zoo	no	IV	Flaviviridae	usutu virus		1	<=5	0	captive	2002-2018	2002	2018	1	anesthetized	Kvapil et al, 2021	2021	4	PVL	ok	2022
Lama guanicoe	Lama	guanicoe		LC	Cetartiodactyla	Camelidae	South America	Europe	no	zoo	no	IV	Flaviviridae	west nile virus		1	<=5	0	captive	2002-2018	2002	2018	1	anesthetized	Kvapil et al, 2021	2021	4	PVL	ok	2022
Macropus rufogriseus	Macropus	rufogriseus		LC	Diprotodontia	Macropodidae	Oceania	Europe	no	zoo	no	IV	Flaviviridae	usutu virus		2	<=5	0	captive	2002-2018	2002	2018	1	anesthetized	Kvapil et al, 2021	2021	4	PVL	ok	2022
Macropus rufogriseus	Macropus	rufogriseus		LC	Diprotodontia	Macropodidae	Oceania	Europe	no	zoo	no	IV	Flaviviridae	west nile virus		2	<=5	0	captive	2002-2018	2002	2018	1	anesthetized	Kvapil et al, 2021	2021	4	PVL	ok	2022
Meles meles	Meles	meles		LC	Carnivora	Mustelidae	Europe	Europe	yes	zoo	no	IV	Flaviviridae	usutu virus		1	<=5	0	captive	2002-2018	2002	2018	1	anesthetized	Kvapil et al, 2021	2021	4	PVL	ok	2022
Meles meles	Meles	meles		LC	Carnivora	Mustelidae	Europe	Europe	yes	zoo	no	IV	Flaviviridae	west nile virus		1	<=5	0	captive	2002-2018	2002	2018	1	anesthetized	Kvapil et al, 2021	2021	4	PVL	ok	2022
Mus musculus	Mus	musculus		LC	Rodentia	Muridae	Europe	Europe	yes	zoo	no	IV	Flaviviridae	usutu virus		13	<=50	0	captive	2002-2018	2002	2018	1	anesthetized	Kvapil et al, 2021	2021	4	PVL	ok	2022
Mus musculus	Mus	musculus		LC	Rodentia	Muridae	Europe	Europe	yes	zoo	no	IV	Flaviviridae	west nile virus		13	<=50	0	captive	2002-2018	2002	2018	1	anesthetized	Kvapil et al, 2021	2021	4	PVL	ok	2022
Nomascus gabriellae	Nomascus	gabriellae		EN	Primates	Hylobatidae	Asia	Europe	no	zoo	no	IV	Flaviviridae	usutu virus		7	<=10	0	captive	2002-2018	2002	2018	1	anesthetized	Kvapil et al, 2021	2021	4	PVL	ok	2022
Nomascus gabriellae	Nomascus	gabriellae		EN	Primates	Hylobatidae	Asia	Europe	no	zoo	no	IV	Flaviviridae	west nile virus		7	<=10	0	captive	2002-2018	2002	2018	1	anesthetized	Kvapil et al, 2021	2021	4	PVL	ok	2022
Oryctolagus cuniculus	Oryctolagus	cuniculus		EN	Lagomorpha	Leporidae	Europe	Europe	yes	zoo	no	IV	Flaviviridae	usutu virus		2	<=5	1	captive	2002-2018	2002	2018	1	anesthetized	Kvapil et al, 2021	2021	4	PVL	ok	2022
Oryctolagus cuniculus	Oryctolagus	cuniculus		EN	Lagomorpha	Leporidae	Europe	Europe	yes	zoo	no	IV	Flaviviridae	west nile virus		2	<=5	1	captive	2002-2018	2002	2018	1	anesthetized	Kvapil et al, 2021	2021	4	PVL	ok	2022
Oryctolagus cuniculus domesticus	Oryctolagus	cuniculus	domesticus	EN	Lagomorpha	Leporidae	Europe	Europe	yes	zoo	no	IV	Flaviviridae	usutu virus		3	<=5	0	captive	2002-2018	2002	2018	1	anesthetized	Kvapil et al, 2021	2021	4	PVL	ok	2022
Oryctolagus cuniculus domesticus	Oryctolagus	cuniculus	domesticus	EN	Lagomorpha	Leporidae	Europe	Europe	yes	zoo	no	IV	Flaviviridae	west nile virus		3	<=5	0	captive	2002-2018	2002	2018	1	anesthetized	Kvapil et al, 2021	2021	4	PVL	ok	2022
Ovis aries musimon	Ovis	aries	musimon	NT	Cetartiodactyla	Bovidae	Europe	Europe	yes	zoo	no	IV	Flaviviridae	usutu virus		7	<=10	0	captive	2002-2018	2002	2018	1	anesthetized	Kvapil et al, 2021	2021	4	PVL	ok	2022
Ovis aries musimon	Ovis	aries	musimon	NT	Cetartiodactyla	Bovidae	Europe	Europe	yes	zoo	no	IV	Flaviviridae	west nile virus		7	<=10	0	captive	2002-2018	2002	2018	1	anesthetized	Kvapil et al, 2021	2021	4	PVL	ok	2022
Pan troglodytes	Pan	troglodytes		EN	Primates	Hominidae	Africa	Europe	no	zoo	no	IV	Flaviviridae	usutu virus		7	<=10	0	captive	2002-2018	2002	2018	1	anesthetized	Kvapil et al, 2021	2021	4	PVL	ok	2022
Pan troglodytes	Pan	troglodytes		EN	Primates	Hominidae	Africa	Europe	no	zoo	no	IV	Flaviviridae	west nile virus		7	<=10	0	captive	2002-2018	2002	2018	1	anesthetized	Kvapil et al, 2021	2021	4	PVL	ok	2022
Rangifer tarandus	Rangifer	tarandus		VU	Cetartiodactyla	Cervidae	"North America; Europe; Asia"	Europe	yes	zoo	no	IV	Flaviviridae	usutu virus		1	<=5	0	captive	2002-2018	2002	2018	1	anesthetized	Kvapil et al, 2021	2021	4	PVL	ok	2022
Rangifer tarandus	Rangifer	tarandus		VU	Cetartiodactyla	Cervidae	"North America; Europe; Asia"	Europe	yes	zoo	no	IV	Flaviviridae	west nile virus		1	<=5	0	captive	2002-2018	2002	2018	1	anesthetized	Kvapil et al, 2021	2021	4	PVL	ok	2022
Rattus norvegicus 	Rattus	norvegicus		LC	Rodentia	Muridae	"North America; Europe; Asia; Africa; South America; Oceania"	Europe	yes	zoo	no	IV	Flaviviridae	usutu virus		14	<=50	0	captive	2002-2018	2002	2018	1	anesthetized	Kvapil et al, 2021	2021	4	PVL	ok	2022
Rattus norvegicus 	Rattus	norvegicus		LC	Rodentia	Muridae	"North America; Europe; Asia; Africa; South America; Oceania"	Europe	yes	zoo	no	IV	Flaviviridae	west nile virus		14	<=50	0	captive	2002-2018	2002	2018	1	anesthetized	Kvapil et al, 2021	2021	4	PVL	ok	2022
Rupicapra rupicapra	Rupicapra	rupicapra		LC	Cetartiodactyla	Cervidae	Europe	Europe	yes	zoo	no	IV	Flaviviridae	usutu virus		1	<=5	0	captive	2002-2018	2002	2018	1	anesthetized	Kvapil et al, 2021	2021	4	PVL	ok	2022
Rupicapra rupicapra	Rupicapra	rupicapra		LC	Cetartiodactyla	Cervidae	Europe	Europe	yes	zoo	no	IV	Flaviviridae	west nile virus		1	<=5	0	captive	2002-2018	2002	2018	1	anesthetized	Kvapil et al, 2021	2021	4	PVL	ok	2022
Saimiri boliviensis	Saimiri	boliviensis		LC	Primates	Cebidae	South America	Europe	no	zoo	no	IV	Flaviviridae	usutu virus		6	<=10	0	captive	2002-2018	2002	2018	1	anesthetized	Kvapil et al, 2021	2021	4	PVL	ok	2022
Saimiri boliviensis	Saimiri	boliviensis		LC	Primates	Cebidae	South America	Europe	no	zoo	no	IV	Flaviviridae	west nile virus		6	<=10	0	captive	2002-2018	2002	2018	1	anesthetized	Kvapil et al, 2021	2021	4	PVL	ok	2022
Suricata suricatta	Suricata	suricatta		LC	Carnivora	Herpestidae	Africa	Europe	no	zoo	no	IV	Flaviviridae	usutu virus		7	<=10	0	captive	2002-2018	2002	2018	1	anesthetized	Kvapil et al, 2021	2021	4	PVL	ok	2022
Suricata suricatta	Suricata	suricatta		LC	Carnivora	Herpestidae	Africa	Europe	no	zoo	no	IV	Flaviviridae	west nile virus		7	<=10	0	captive	2002-2018	2002	2018	1	anesthetized	Kvapil et al, 2021	2021	4	PVL	ok	2022
Sus scrofa	Sus	scrofa		LC	Cetartiodactyla	Suidae	Europe	Europe	yes	zoo	no	IV	Flaviviridae	west nile virus		3	<=5	1	captive	2002-2018	2002	2018	1	anesthetized	Kvapil et al, 2021	2021	4	PVL	ok	2022
Sus scrofa	Sus	scrofa		LC	Cetartiodactyla	Suidae	Europe	Europe	yes	zoo	no	IV	Flaviviridae	usutu virus		3	<=5	0	captive	2002-2018	2002	2018	1	anesthetized	Kvapil et al, 2021	2021	4	PVL	ok	2022
Ursus arctos	Ursus	arctos		LC	Carnivora	Ursidae	North America	Europe	no	zoo	no	IV	Flaviviridae	usutu virus		2	<=5	0	captive	2002-2018	2002	2018	1	anesthetized	Kvapil et al, 2021	2021	4	PVL	ok	2022
Ursus arctos	Ursus	arctos		LC	Carnivora	Ursidae	North America	Europe	no	zoo	no	IV	Flaviviridae	west nile virus		2	<=5	0	captive	2002-2018	2002	2018	1	anesthetized	Kvapil et al, 2021	2021	4	PVL	ok	2022
Varecia variegata	Varecia	variegata		CR	Primates	Lemuridae	Africa	Europe	no	zoo	no	IV	Flaviviridae	usutu virus		5	<=5	0	captive	2002-2018	2002	2018	1	anesthetized	Kvapil et al, 2021	2021	4	PVL	ok	2022
Varecia variegata	Varecia	variegata		CR	Primates	Lemuridae	Africa	Europe	no	zoo	no	IV	Flaviviridae	west nile virus		5	<=5	0	captive	2002-2018	2002	2018	1	anesthetized	Kvapil et al, 2021	2021	4	PVL	ok	2022
Vicugna pacos	Vicugna	pacos		LC	Cetartiodactyla	Camelidae	South America	Europe	no	zoo	no	IV	Flaviviridae	usutu virus		1	<=5	0	captive	2002-2018	2002	2018	1	anesthetized	Kvapil et al, 2021	2021	4	PVL	ok	2022
Vicugna pacos	Vicugna	pacos		LC	Cetartiodactyla	Camelidae	South America	Europe	no	zoo	no	IV	Flaviviridae	west nile virus		1	<=5	0	captive	2002-2018	2002	2018	1	anesthetized	Kvapil et al, 2021	2021	4	PVL	ok	2022
Vulpes vulpes	Vulpes	vulpes		LC	Carnivora	Canidae	"Europe; Asia"	Europe	yes	zoo	no	IV	Flaviviridae	west nile virus		2	<=5	2	captive	2002-2018	2002	2018	1	anesthetized	Kvapil et al, 2021	2021	4	PVL	ok	2022
Vulpes vulpes	Vulpes	vulpes		LC	Carnivora	Canidae	"Europe; Asia"	Europe	yes	zoo	no	IV	Flaviviridae	usutu virus		2	<=5	0	captive	2002-2018	2002	2018	1	anesthetized	Kvapil et al, 2021	2021	4	PVL	ok	2022
Allochrocebus preussi	Allochrocebus	preussi		EN	Primates	Cercopithecidae	Africa	Africa	yes	research_facility	no	V	Filoviridae	ebola virus	Zaire	14	<=50	0	captive	1985-2000	1985	2000	4	not_specified	Leroy at al, 2004	2004	3	PVL	ok	2022
Cercocebus agilis	Cercocebus	agilis		LC	Primates	Cercopithecidae	Africa	Africa	yes	research_facility	no	V	Filoviridae	ebola virus	Zaire	12	<=50	0	captive	1985-2000	1985	2000	4	not_specified	Leroy at al, 2004	2004	3	PVL	ok	2022
Cercocebus torquatus	Cercocebus	torquatus		EN	Primates	Cercopithecidae	Africa	Africa	yes	research_facility	no	V	Filoviridae	ebola virus	Zaire	16	<=50	0	captive	1985-2000	1985	2000	4	not_specified	Leroy at al, 2004	2004	3	PVL	ok	2022
Cercopithecus cephus	Cercopithecus	cephus		LC	Primates	Cercopithecidae	Africa	Africa	yes	research_facility	no	V	Filoviridae	ebola virus	Zaire	20	<=50	0	captive	1985-2000	1985	2000	4	not_specified	Leroy at al, 2004	2004	3	PVL	ok	2022
